nutrient,gender,age_start_months,age_end_months,amount,unit,source_type,source_name,source_url,notes
Vitamin B5,Male,840,,4.30,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B5,Female,840,,3.37,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,0,6,0.55,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,0,6,0.43,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,7,12,0.69,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,7,12,0.54,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,12,36,0.82,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,12,36,0.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,48,96,1.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,48,96,0.86,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,108,156,1.24,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,108,156,0.97,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,168,216,1.51,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,168,216,1.18,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Pregnant,168,216,1.54,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Lactating,168,216,1.66,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,228,360,1.37,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,228,360,1.07,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Pregnant,228,360,1.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Lactating,228,360,1.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,372,600,1.37,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,372,600,1.07,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Pregnant,372,600,1.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Lactating,372,600,1.50,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,612,840,1.65,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,612,840,1.29,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Male,840,,1.78,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B6,Female,840,,1.40,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,0,6,5.04,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,0,6,3.95,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,7,12,6.30,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,7,12,4.93,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,12,36,7.56,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,12,36,5.92,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,48,96,10.08,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,48,96,7.89,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,108,156,11.34,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,108,156,8.88,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,168,216,13.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,168,216,10.85,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Pregnant,168,216,10.85,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Lactating,168,216,10.85,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,228,360,12.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,228,360,9.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Pregnant,228,360,9.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Lactating,228,360,9.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,372,600,12.60,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,372,600,9.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Pregnant,372,600,9.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Lactating,372,600,9.86,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,612,840,15.12,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,612,840,11.84,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Male,840,,16.39,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B7,Female,840,,12.82,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,0,6,302.63,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,0,6,236.84,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,7,12,378.29,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,7,12,296.06,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,12,36,453.95,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,12,36,355.27,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,48,96,605.27,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,48,96,473.69,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,108,156,680.93,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,108,156,532.90,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,168,216,832.24,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,168,216,651.32,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Pregnant,168,216,651.32,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Lactating,168,216,651.32,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,228,360,756.59,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,228,360,592.11,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Pregnant,228,360,592.11,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Lactating,228,360,592.11,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,372,600,756.59,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,372,600,592.11,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Pregnant,372,600,592.11,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Lactating,372,600,592.11,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,612,840,907.90,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,612,840,710.53,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Male,840,,983.56,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B9,Female,840,,769.74,mcg DFE,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,0,6,2.56,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,0,6,2.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,7,12,3.20,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,7,12,2.50,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,12,36,3.84,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,12,36,3.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,48,96,5.12,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,48,96,4.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,108,156,5.75,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,108,156,4.50,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,168,216,7.03,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,168,216,5.50,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Pregnant,168,216,7.16,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Lactating,168,216,7.71,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,228,360,6.39,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,228,360,5.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Pregnant,228,360,6.50,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Lactating,228,360,7.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,372,600,6.39,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,372,600,5.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Pregnant,372,600,6.50,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Lactating,372,600,7.01,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,612,840,7.67,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,612,840,6.00,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Male,840,,8.31,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Vitamin B12,Female,840,,6.50,mcg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,0,6,119.85,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,0,6,93.79,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,7,12,149.81,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,7,12,117.24,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,12,36,179.77,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,12,36,140.69,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,48,96,239.70,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,48,96,187.59,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,108,156,269.66,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,108,156,211.04,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,168,216,329.58,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,168,216,257.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Pregnant,168,216,257.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Lactating,168,216,257.94,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,228,360,299.62,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,228,360,234.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Pregnant,228,360,234.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Lactating,228,360,234.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,372,600,299.62,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,372,600,234.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Pregnant,372,600,234.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Lactating,372,600,234.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,612,840,359.55,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,612,840,281.38,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Male,840,,389.51,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Choline,Female,840,,304.83,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,0,6,139.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,0,6,119.66,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,7,12,185.33,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,7,12,159.55,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,12,36,278.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,12,36,239.32,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,48,96,370.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,48,96,319.10,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,108,156,417.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,108,156,358.98,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,168,216,556.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,168,216,478.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Pregnant,168,216,478.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Lactating,168,216,478.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,228,360,463.33,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,228,360,398.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Pregnant,228,360,398.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Lactating,228,360,398.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,372,600,463.33,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,372,600,398.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Pregnant,372,600,398.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Lactating,372,600,398.87,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,612,840,509.67,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,612,840,438.76,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Male,840,,556.00,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Calcium,Female,840,,478.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,0,6,2.64,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,0,6,5.32,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,7,12,3.52,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,7,12,7.09,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,12,36,5.28,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,12,36,10.63,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,48,96,7.04,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,48,96,14.18,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,108,156,7.92,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,108,156,15.95,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,168,216,10.57,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,168,216,21.27,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Pregnant,168,216,21.27,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Lactating,168,216,21.27,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,228,360,8.81,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,228,360,17.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Pregnant,228,360,17.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Lactating,228,360,17.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,372,600,8.81,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,372,600,17.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Pregnant,372,600,17.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Lactating,372,600,17.72,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Male,612,840,9.69,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
Iron,Female,612,840,19.49,mg,RDA Extract,Extract from ODS,https://ods.od.nih.gov/,RDA calculated value
